SENTENCE,LABEL
"Notably, re-expression of Bcl-2 attenuated the function of miR-873 in cisplatin-resistant glioma cells and the sensitivity of the cells to cisplatin.",1
Dual-luciferase reporter assays and target prediction confirmed FOXF2 as a potential target of miR-182-5p.,1
SHOX2 is a direct miR-375 target and a novel epithelial-to-mesenchymal transition inducer in breast cancer cells.,1
"CONCLUSIONS: miR-489 inhibited MM tumor growth via LDHA-mediated glycolytic metabolism, suggesting potential therapeutic target ability of miR-489/LDHA for MM.",1
"Among patients, miR-184 expression in lung tumors was found to correlate negatively with CDC25A mRNA, c-Myc mRNA, and miR-21 expression, but was positively related to PDCD4 mRNA expression.",0
Both qRT-PCR and western blot analysis showed that the secreted frizzled-related protein-1 (sFRP1) level was negatively correlated with that of miR-191.,0
The inhibition of miR-221 induced a significant upregulation of ARHI in MCF-7 cells.,1
"Comprehensive microarray and RT-PCR analysis identified six putative target genes of miR-421 (GADD45B, DUSP6, DUSP3, DUSP10, CASP3, and CAPN2).",1
Luciferase reporter assay confirmed that XIAP was a direct target of miR-146a-5p.,1
"In addition, low miR-455 expression and high SMAD2 expression was correlated with poor patient survival.",0
"MicroRNA-424 inhibits cell migration, invasion, and epithelial mesenchymal transition by downregulating doublecortin-like kinase 1 in ovarian clear cell carcinoma.",1
"In addition, inhibition of HDAC1 with trichostatin A antagonizes the suppression of miR-548 by hypoxia.",0
MiR-26a Reduces Inflammatory Responses via Inhibition of PGE2 Production by Targeting COX-2. MicroRNAs are small non-coding RNA regulatory molecules that play an important role in the development and function of immune cells.,1
PU.1 promotes miR-191 to inhibit adipogenesis in 3T3-L1 preadipocytes.,0
RESULTS: Ectopic expression of miR-26a exhibited decreased levels of VEGFA in HepG2 cells.,1
"In this study, the downregulation of let-7d miRNA by Lin28 resulted in the inability of AEC II to differentiate into type I alveolar epithelial cells (AEC I).",0
CONCLUSION: miR-197 promotes HCC invasion and metastasis by activating Wnt/beta-catenin signaling.,0
"We conclude that MYCN contributes to neuroblastoma cell migration and invasion, by directly downregulating miR-335, resulting in the upregulation of the TGF-beta signaling pathway members ROCK1, MAPK1 and putative member LRG1, which positively promote this process.",1
Overexpression of microRNA-495 improves the intestinal mucosal barrier function by targeting STAT3 via inhibition of the JAK/STAT3 signaling pathway in a mouse model of ulcerative colitis.,1
We investigated whether miR-223 directly targets HSP90B1 through luciferase assays and ectopic expression of miR-223.,0
miR-376b target sequences were present in the 3' UTR of ATG4C and BECN1 mRNAs and introduction of mutations abolished their miR-376b responsiveness.,1
"In conclusion, our results reveal that DANCR function as competing endogenous RNA (ceRNA) for miR-34c and miR-613 to modulate progression and metastasis in RB oncogenesis via targeting MMP-9, presenting the in-depth regulation of DANCR in RB and providing a novel insight for ceRNA mechanism for RB.",1
"Furthermore, overexpression of miR-30a attenuated the pro-autophagic effects of YY1.",1
"Additionally, TUG1 knockdown inhibited DU145 cells derived PC xenograft growth by upregulating miR-496 and inactivating Wnt/beta-catenin signaling in vivo.",0
"Additionally, we identified a novel miR-335 target, ZEB2, and the direct interaction between them was verified by 3'-untranslated region dual-luciferase reporter assay.",1
"Furthermore, the expression of predicted target genes for miR-494, including mitochondrial transcription factor A (mtTFA) and Forkhead box j3 (Foxj3), was posttranscriptionally increased during myogenic differentiation.",1
"Moreover, GAS5 served as a miR-106b sponge, and miR-106b negatively regulated IER3 expression.",1
It was verified that EMMPRIN was a target gene of miR-485-5p by using luciferase analysis assay.,1
"The results of gain- and loss-of-function assays revealed that miR-204 overexpression in MSCs-derived exosomes inhibited KLF7 expression and the AKT/HIF-1alpha pathway activity, resulting in impaired cell migration, invasion, as well as EMT.",1
"Moreover, the downstream target of miR-3167 is mRNA YWHAZ.",1
Mechanistic investigations showed that CCL5 activated VEGF-C-dependent lymphangiogenesis by down-regulating miR-507.,1
RESULTS: We demonstrated that miR-224 was upregulated by hypoxia and HIF-1alpha.,0
"Finally, we provided the clinical relevance that miR-202 was down-regulated in CML patients and patients with lower miR-202 expression displayed higher HK2 expression.",0
These results suggest a novel mechanism that miR-137 regulates EMT and inhibits cell migration via Twist1 downregulation.,1
RESULTS: MiR-224 was highly expressed and CPEB3 was lowly expressed in HCC tissues.,1
mir-637 inhibits the proliferation of cholangiocarcinoma cell QBC939 through interfering CTSB expression.,1
CircSV2b participates in oxidative stress regulation through miR-5107-5p-Foxk1-Akt1 axis in Parkinson's disease.,1
"Cell proliferation, migration, apoptosis, tumor growth and histopathologic characteristics of xenografts were assessed; also, domain-specific Smad3 phosphorylation isoforms (pSmad3C/pSmad3L), activated MAPKs (pERK1/2, pJNK1/2, pp38) and miR-145, miR-21 were measured.",0
We therefore demonstrated that miR-146a-5p mediated positive feedback loop by regulating autophagy-induced HBV replication via targeting the XIAP-mediated MDM2/p53 axis.,1
This study provides evidence that miR-210 is an important regulator of cell response to hypoxic stress and proposes that its regulation of NCAM may play an important role in the pathogenesis of prostate cancer.,1
"The expression level of mitogen-activated protein kinase (MAPK) 1, high-mobility group box 3 (HMGB3), claudin 1 (CLDN1) and MAPK13 were downregulated in LV-miR-633-transduced cells (P<0.01).",1
Down-regulation of miR-122 and up-regulation of HO-1 may be new strategies for anti-HCV intervention and cytoprotection.,0
"This study proved that ELK1 activated-LBX2-AS1 aggravated the progression of OC by targeting the miR-4784/KDM5C axis, suggesting that LBX2-AS2 may be a promising diagnostic biomarker of OC.",1
"Our data demonstrated that FOXO3-induced LOC554202 contributed to HCC progression by upregulating BSG via competitively binding to miR-485-5p, which suggested that the regulation of the FOXO3/LOC554202/miR-485-5p/BSG",1
"Therefore, artificial MiR-331-3p mimic computationally targeting E2F1 and anti-sense MiR-331-3p inhibitor were designed and used to transfect the Bel-7402 lines.",0
"CONCLUSIONS: Our results suggest that loss of expression of miR-200a may play a critical role in the repression of E-cadherin by ZEB2, thereby enhancing migration and invasion in CD133/1+ cells.",1
Silencing circular RNA circ_0054537 and upregulating microRNA-640 suppress malignant progression of renal cell carcinoma via regulating neuronal pentraxin-2 (NPTX2).,1
miR-214 and hypoxia down-regulate Necl-2/CADM1 and enhance ErbB2/ErbB3 signaling.,1
Whole genome miR array analysis using PELP1-overexpressing and PELP1-underexpressing model cells revealed that miR-200 and miR-141 levels inversely correlated with PELP1 expression.,0
"Taken together, our study implied the essential roles of miR-187 in suppressing CRC progression, and a novel link between miR-187 and CD276 in CRC.",1
"Consequently, the repression of PTEN by miR-181b promotes OS cell proliferation.",1
MiR-126 inhibits cell migration and invasion by targeting ADAM9 in oral squamous cell carcinoma.,1
"Moreover, miR-204 expression negatively correlated with homeobox protein SIX1 expression, tumor size and metastasis.",0
"Mechanistically, LOC554202 competitively bound to miR-485-5p and prevented the suppressive effects of miR-485-5p on its target gene basigin (BSG), which finally led to HCC metastasis, EMT, and docetaxel chemoresistance.",1
CONCLUSION: miR-211 could inhibit GC cell proliferation and invasion partially by down-regulating SOX4.,1
Circ_0072088 and JAK2 mRNA expressions were highly expressed in HCC tissues and cell lines while miR-375 expression was remarkably downregulated.,0
"In the present study, we showed that the overexpression of miR-107 accelerates the tumor progression of HCC in vitro and in vivo through its new target gene, CPEB3.",1
Exosomes derived from miR-146a-modified adipose-derived stem cells attenuate acute myocardial infarction-induced myocardial damage via downregulation of early growth response factor 1.,1
"In NSCLC cells, low expression of let-7 increased MYC expression to help maintain the undifferentiated status, and high expression of miR-17 decreased CDKN1A expression to help maintain the proliferative potential.",1
An inverse correlation between miR-145 and invasion depth and TNM stage were observed.,0
Overexpression of FOXM1 or inhibiting miR-761 restored ESCC cell proliferation and invasion ability after silencing circ-ARAP2.,1
"METHODS: The expression of HAND2-AS1, miR-1275 and SOX7 was assessed using RT-qPCR and Western blot analysis.",0
CONCLUSIONS: miR-205-5p and potentially ZEB1 gene are promising candidates for markers of metastatic potential in ductal BC.,0
RESULTS: miR-646 was upregulated while TET1 was downregulated in IDC tissues.,1
"In summary, 1.0386-Slp may be the main efficacy component of L. plantarum 1.0386, and miR-200c may be involved in the process of 1.0386-Slp inhibiting the MLCK pathway to repair intestinal epithelial tight junction injury.",0
"Furthermore, TET1 knockdown shows a similar effect as miR-494 overexpression.",1
"Overall, our findings elicited that METTL3-mediated m6A modification facilitated the processing and maturation of pri-miR-19a via DGCR8 to upregulate miR-19a-3p, and miR-19a-3p inhibited BAMBI expression to promote NPC cell proliferation and invasion, thus driving NPC progression.",1
"Point mutations that inhibit YBX1 phase separation impair the incorporation of YBX1 protein into biomolecular condensates formed in cells, and perturb miR-233 sorting into exosomes.",0
"In addition, miR-633 negatively regulates the expression of MAPK1, HMGB3, CLDN1 and MAPK13 and directly targets MAPK1.",1
CONCLUSION: Our findings revealed a critical role of the IPW-miR-29c-ID2 axis in DCIS formation and suggested potential clinical use of toyocamycin for the treatment of DCIS.,1
Peripheral Blood miR-139 May Serve as a Biomarker for Metabolic Disorders by Targeting FoxO1 and FoxP1.,1
Quantitative reverse transcriptase-polymerase chain reaction analysis of PDCD4 and miR-21 expression was performed in CA and OSC cases and in cells and exosomes obtained from 10 OSC and 10 nonneoplastic peritoneal effusions.,0
The present study demonstrated an important role of the METTL3/miR-7212-5p/FGFR3 axis and provided new insights on m6A modification in fracture healing.,1
Low levels of miR-137 and high levels of TBX3 are shown to be associated with poor patient survival.,0
"METHODS: A2780s and A2780/DDP cells were divided into four groups, and treated with lipo2000 (Lip), miR-negative (miR-NC) control, miR-130a-mimics (miR-130a-M increasing the expression of miR-130a and the agent), and miR-130a-inhibitor (miR-130a-I downregulating miR-130a expression), respectively.",0
"Conclusion: GAS5 can act as a competing endogenous RNA for miR-21, and down regulation of GAS5 can promote the development of CRC by activating the miR-21/PTEN/Akt signaling pathway and promoting the acquisition of EMT and tumor cell stemness.",1
"Notably, we found that miR-27a only suppresses FBW7 during specific cell cycle phases, relieving its negative impact at the G1 to S-phase transition, prior to cyclin E protein degradation.",1
MicroRNA-494 regulates mitochondrial biogenesis in skeletal muscle through mitochondrial transcription factor A and Forkhead box j3. MicroRNAs (miRNAs) are important posttranscriptional regulators of various biological pathways.,1
"Additionally, we identified SOX7 as a direct target of miR-184.",1
MicroRNA-21 is overexpressed in human cholangiocarcinoma and regulates programmed cell death 4 and tissue inhibitor of metalloproteinase 3.,0
Our results hence attempt to explain why miR-133b is generally downregulated in tumours and lay out the potential for Nup214 as a therapeutic target in the treatment of cancer.,0
"Conclusion: lncRNA RHPN1-AS1 served as a sponge for miR-3133 to counteract miR-3133-mediated JAK2/STAT3 suppression, indicating that the lncRNA RHPN1-AS1 may be a potential therapeutic target for the treatment of RB.",0
"The functional genes of the PI3K/AKT/mTOR signaling pathway were identified, and the functional significance of miR-7-5p in AML cells was determined using a functional recovery assay.",0
"Results showed that HDAC1 can negative regulate the expression of miR-154-5p, inhibitor of miR-154-5p can attenuate PCI24781 treatment decreased PCNA expression and cell proliferation.",1
"The correlation between miR-448 and tumor metastasis, clinical staging, and ZEB1 expression was analyzed.",0
"Additionally, we found that miR-451a targeted and negatively regulated EPHA2, while EPHA2 could activate the PI3K/AKT signaling, driving BCa cell growth and metastasis.",1
3'UTR luciferase assay demonstrated that PTENP1 3'UTR decoyed miR-17-5p from binding to SOCS6.,1
"Thus, we concluded that let-7g-5p inhibits epithelial-mesenchymal transition (EMT) consistent with reduction of glioma stem cell (GSC) phenotypes by targeting VSIG4 in glioblastoma.",1
"In addition, the overexpression of the hTERT cDNA lacking the 3'-UTR partially restored miR-532/miR-3064-inhibited OC cell proliferation and invasion.",1
"More importantly, autophagy reconstructed via co-expression of ATG7 and ATG2B substantially attenuates miR-143-enhanced cytotoxicity, which is associated with suppression of caspase-dependent apoptotic pathway.",1
Curcumin reduces the expression of Bcl-2 by upregulating miR-15a and miR-16 in MCF-7 cells.,1
Transfection with miRNA-146a mimics resulted in a significant increase of miRNA-146a expression and IL-8 production in both types of cells.,1
"Furthermore, an in vivo study showed that MSX1 expression among individuals carrying the AA genotype of rs12532 was markedly lower than that in those with the GG genotype, while the inverse correlation was observed for miR-3649, thus providing a possible interaction between MSX1 and miR-3649 in the etiology of NSOC.",0
Bioinformatic analysis and luciferase reporter assay results revealed that RP11-301G19.1 can upregulate the miR-582-5p-targeted gene HMGB2 as a competing endogenous RNA (ceRNA).,1
"RESULTS: Circ-SERPINE2 and YWHAZ were upregulated, and miR-375 was downregulated in GC tissues and cells.",0
MicroRNA-217 functions as a prognosis predictor and inhibits pancreatic cancer cell proliferation and invasion via targeting E2F3.,1
"Therefore, in this study, we aimed to further scrutinize whether exogenous induction of mature miR-34a and miR-16 can collaborate in breast tumor suppression.",0
Quantitative real-time polymerase chain reaction (qRT-PCR) was used to determine the mRNA expression levels of miR-146a-5p and X-linked inhibitor of apoptosis (XIAP) and HBV DNA and RNA.,0
This study aims to investigate whether miR-21 regulates PTEN/PI3K/AKT signaling as well as its role in the proliferation and apoptosis of ovarian cancer cells.,0
"Online sequence prediction, a thorough search of the open source database The Cancer Genome Atlas (TCGA), immunohistochemistry (IHC) of TCSF in clinical lung cancer tissues, and a dual-luciferase assay, as well as assays to test viability, proliferation and apoptosis in vitro, were conducted to explain the targeted regulation association between miR-146a-5p and TCSF in NSCLC.",1
CircHIPK3 promotes colorectal cancer cells proliferation and metastasis via modulating of miR-1207-5p/FMNL2 signal.,1
"Furthermore, ectopic NOVA1 expression may effectively abolish the tumor-suppressing effects of miR-592 overexpression in thyroid cancer cells.",1
CONCLUSION: The increased expression of C-kit and SCF regulated by miR-129-3p contributed to the protection of interstitial cells.,1
"RESULTS: hsa_circ_0006168 and IGF1R were upregulated, and miR-628-5p was downregulated in human GBM tissues and cells.",0
IMPLICATIONS: miR-146a predicts favorable prognosis and the miR-146a-POU3F2/SMARCA5 pathway is important for the suppression of stemness in GBM.,1
"In conclusion, the present study revealed the inhibitory effects of miR-505 on PCa tumorigenesis, which potentially occur by targeting NRCAM.",1
"Our results showed that AKT1 substrate 1 (AKT1S1), a newly proven suppressor of the RP-p53 pathway, was a target of miR-1908, suggesting a probable mechanism for miR-191 suppressing NSCLC cell proliferation.",1
In vitro experiments demonstrate that the nanoprobe exhibits outstanding selectivity and high sensitivity towards miR-21 and PDCD4 mRNA.,0
"Using luciferase activity assay, we demonstrated that miR-195 interacts with the 3'-untranslated region of HMGA1 mRNA.",1
CONCLUSION: Our results indicate that miR-302 cooperatively sensitizes breast cancer cells to adriamycin via suppressing P-glycoprotein by targeting MEKK1 of ERK pathway.,1
"These results suggest selective action of formononetin in ECs (proliferation stimulation and apoptosis inhibition) relative to breast cancer cells, possibly via a feedback loop involving miR-375, RASD1, and ERalpha.",0
"Our current study detected the expression of let-7 members in 94 cases of NSCLC and a significant association was noticed between low levels of let-7c expression and metastasis, venous invasion, advanced TNM stages and poor survival of NSCLC patients.",0
MiR-200c increases the radiosensitivity of non-small-cell lung cancer cell line A549 by targeting VEGF-VEGFR2 pathway.,0
"Using established cell lines, microRNA and gene arrays, we predicted miR-365a as the top candidate for the sulforaphane-induced inhibition of the NF-kappaB subunit c-Rel.",1
miR-202 suppresses cell proliferation in human hepatocellular carcinoma by downregulating LRP6 post-transcriptionally.,1
"In conclusions, miR-204 targets JAK2 and suppressed JAK2 and p-JAK2 expression in breast cancer, which further inhibit the activation of STAT3, BCl-2 and survivin.",1
This chromatin modifications were paralleled by an increase in the expression of both miR-200c and E-cadherin.,0
"MiR-1297 regulates the growth, migration and invasion of colorectal cancer cells by targeting cyclo-oxygenase-2. Cyclo-oxygenase-2(Cox-2), a key regulator of inflammation-producing prostaglandins, promotes cell proliferation and growth.",1
MiR-214 promotes osteosarcoma tumor growth and metastasis by decreasing the expression of PTEN.,1
"Our results demonstrated that, when compared with the blank control group, OSCC cells in the Pre-miR-222 transfection group showed increased expression of miR-222 and decreased expression of PUMA, enhanced proliferation and invasion abilities, and decreased apoptosis.",1
METHODS: We used a luciferase reporter assay to confirm the effect of MIR452 on IL20RA expression.,0
Luciferase reporter assays using these binding motifs indicate that at least two of the genes (ARPC3 and ARPC4) are direct targets of miR-124-5p.,1
CircSEC24A (hsa_circ_0003528) interference suppresses epithelial-mesenchymal transition of hepatocellular carcinoma cells via miR-421/MMP3 axis.,1
Resveratrol-induced apoptosis is associated with regulating the miR-492/CD147 pathway in malignant melanoma cells.,1
"Mechanistically, we demonstrated that miR-301a attenuated saturated free fatty acid-induced activation of peroxisome proliferator-activated receptor gamma (PPARy) and production of proinflammatory cytokines in 3T3-L1 cells.",0
"Overexpression of c-Myc interfered with this feedback loop and activated the EMT program, induced CSC phenotypes, and enhanced drug sensitivity, whereas miR-200c could counteract these biological effects of c-Myc.",1
"The interaction relationship between miR-214-5p and lnc-TDRG1 or SEMA4C was analyzed bioinformatics database and confirmed by dual-luciferase reporter assay, respectively.",1
"RESULTS: Overexpression of LGR5 was significantly associated with expression of c-MYC, p21CIP1/WAF1/CDKN1A, and GLS (p < 0.0001), and inversely associated with miR-23a/b (p < 0.05).",0
"The expression of cyb561d2 was reduced in both mRNA and protein level when ZF4 cells were transfected with miR-499 mimic, whereas expression level of both mRNA and protein was increased when endogenous miR-499 was inhibited by transfection with miR-499 inhibitor.",1
To investigate the effects of miR-335-5p targeting glucose-6-phosphate dehydrogenase (G6PD) on the proliferation and apoptosis of colon cancer cells.,1
"RESULTS: MiR-10a-5p inhibited protein translation of BDNF, through binding to the 3'-UTR of the BDNF.",1
"Moreover, knockdown of miR-191 led to suppression of Wnt/beta-catenin signaling activation.",0
"In promoter luciferase assays, miR-214 inhibited NF-kappaB and Wnt activities but elevated TP53 activity in cancer cells.",1
The miRanda and TargetScanHuman database revealed that TCSF and miR-146a-5p had target binding sites.,1
Upregulation of ZEB1 expression in cells overexpressing miR-448 can partially reverse the inhibition of BC cell growth induced by miR-448.,1
Argonaute2 interacts with the same region of betaTrCP1 mRNA in an miR-183-dependent manner.,1
"METHODS: the implication of the ZEB1-AS1/ZEB1/hsa-miR-200c/BMI1 pathway was investigated in multiple patients-derived cellular models (patients-derived peripheral blood mononuclear cells and induced pluripotent stem cells-derived neural stem cells) and in the neuroblastoma cell line SH-SY5Y, where its function was inhibited via RNA interference.",0
"Quantitative real-time polymerase chain reaction (qRT-PCR) was applied to evaluate level of programmed cell death 4 (PDCD4) mRNA and miR-429 while western blot was applied to evaluate level of proteins including PDCD4, B-cell leukaemia/lymphoma 2 (Bcl-2), BCL2-associated X protein (Bax), cleaved caspase 3, cleaved caspase 9, p65, phosphorylated p65.",0
"Therefore, we might highlight a novel regulatory axis (hsa_circ_0013401/miR-195/PAK2) in NB.",1
Exosomes containing miR-150-targeted CASC1 may affect the progression of bladder cancer.,1
MiR-3613-3p directly targeted CMPK1 and interactions between CMPK1 and miR-3613-3p regulated the anti-HBV efficiency of IFN.,1
"Meanwhile, the levels of ANP32E were negatively regulated by hsa-let-7c.",1
"In addition, transfection of HCC cells with Mcl-1 expression plasmid abolished the sensitization effect of miR-26b to TRAIL-inducing apoptosis.",0
Regulation of Cancer Stem Cell Self-Renewal by HOXB9 Antagonizes Endoplasmic Reticulum Stress-Induced Melanoma Cell Apoptosis via the miR-765-FOXA2 Axis.,1
"Meanwhile, the repression of proliferation and invasion induced by miR-498 elevation was weakened by CDC42 overexpression.",1
Western blot results showed that overexpression of miR-200a decreased the expression of E-cadherin but increased the expression of vimentin in the endometrial cancer cells by downregulating FOXA2 expression.,1
Functional SNP in the 3'UTR of PON1 is Associated with the Risk of Calcific Aortic Valve Stenosis via MiR-616.,0
"The elevated miR-191 expression reduced the expression level of ten-eleven translocation 1 (TET1)-a direct target gene of miR-191 in ICC, which catalyzes demethylation.",1
"Taken together, we propose that BAG3 promotes invasion by stabilizing IL-8 transcript via HuR recruitment, and subsequently suppressing the loading of miR-4312 containing miRISC in PDACs.",1
"In turn, overexpression of WSB1 in HCC cells rescued decreased HIF-1alpha expression, glucose uptake, and HCC growth induced by miR-592.",1
[MiR-425 up-regulation induced by interleukin-1beta promotes the proliferation of gastric cancer cell AGS].,0
"Here, we report that miR-130a is a novel FOSL1 targeting miRNA.",1
"CCK-8, BrdU, colony formation, adhesion, cell wound healing, Transwell, and caspase-3/7 activity assays, and flow cytometry and western blot analyses were used to examine the function of miR-106-5p and HPGD in ESCC cell lines.",0
A xenograft tumor experiment was performed to verify the mechanism of EVs-miR-106a-5p and KLF6 in OC metastasis.,0
"Our results, for the first time, uncover a critical role of miR21 and CLDN8 in the complex network that IL9 regulates the intestinal epithelium barrier in the pathogenesis of CD.",0
"Moreover, we detected influenza virus infection enhanced the luciferase reporter translational activity in A549 cells transfected with the construct with Bax 3'-UTR encoding miR-34a binding site.",1
Insulin promotes glucose consumption via regulation of miR-99a/mTOR/PKM2 pathway.,0
"The results indicated that miR-26a was significantly downregulated in the heart tissue of the rat model, as well as in Ang II-induced CMs (P<0.05).",0
Hepatitis C virus represses the cellular antiviral response by upregulating the expression of signal transducer and activator of transcription 3 through sponging microRNA-122.,1
LncRNA-ZNF252P-AS1/miR-15b-5p promotes the proliferation of keloid fibroblast by regulating the BTF3-STAT3 signaling pathway.,0
Studies have shown that microRNA-148a (miR-148a) was proved to be silenced while DNA methyltransferase 1 (DNMT1) was over-expressed in gastric cancer.,0
"miR-223 negatively regulated both LMO2-L/-S isoforms and CEBP-beta post-transcriptionally, while CEBP-beta positively regulated the LMO2-L/-S isoforms and both of the LMO2-L/-S isoforms negatively regulated miR-142.",1
"In conclusion, the study shows that up-regulated miR-372 promotes radiosensitivity by activating the p53 signaling pathway via inhibition of PBK.",1
The functional relationship between miR-145 and Abca1 in the mice's embryonic development was then confirmed through rescue assays.,1
"We propose that loss of Gli2 mRNA mediated the anterior-restricted defect in conditional Dicer knockdown mice and, as proof of principle, were able to show that miR-106b positively regulated Gli2 mRNA expression.",1
"CONCLUSIONS: Collectively, our results indicated that cisplatin treatment leads to Let-7b suppression, which in turn up-regulates cyclin D1 expression.",1
We identified that SOX4 was a direct target of miR-130a.,1
"Besides, HOTAIR knockdown impaired Taxol-resistance in HCC by accommodating Akt phosphorylation and Wnt/beta-catenin signaling via interacting with miR-34a.",1
"We further demonstrated that miR-192 directly targeted 3'-UTR of Bim gene, and inhibited its protein expression.",1
"hsa_circ_001653 was found to bind to miR-377, which targeted NR6A1 and repressed its expression.",1
The PTX3 gene rs2614 locus C allele was the target gene of hsa-miR-4766-5p.,1
"METHODS: Quantitative real-time polymerase chain reaction (qRT-PCR) was conducted to examine the levels of circ_0059354, microRNA-766-3p (miR-766-3p) and ADP ribosylation factor guanine nucleotide exchange factor 1 (ARFGEF1).",0
Expression of miR-483 was negatively correlated with OGT in gastric cancer tissues.,0
"For ER(-)/HER2(-) breast cancers, we identified activities of key miRNAs let-7d and miR-18a as potential prognostic markers and validated them in two independent ER(-)/HER2(-) breast cancer datasets.",0
The results reveal a critical role of miR-433 in mediating HCC cell migration via CREB1.,1
MiR-6838-5p suppresses cell metastasis and the EMT process in triple-negative breast cancer by targeting WNT3A to inhibit the Wnt pathway.,1
MATERIALS AND METHODS: A luciferase reporter system was used to confirm the effect of MIR429 on CHMP5 expression.,0
The expression level of miR-328 can function as a predictive biomarker of recurrence after ECD in patients with EGC via targeting CD44.,1
"Our findings established that the miR-186 has a suppressive role in ESCC progression via SKP2-mediated pathway, and this implies that miR-186 could be a potential therapeutic target for ESCC.",1
"In addition, reciprocal suppression between HAND2-AS1 and miR-1275 was identified in breast cancer cells.",0
"Additionally, we identified X-linked inhibitor of apoptosis protein (XIAP) as a direct target of miR-509-3p.",1
"Clinical data and gingival tissue biopsies were collected to analyze the expression of miRNA-20a, miRNA-30e, miRNA-93, HIF-1alpha, and NFAT5 by qRT-PCR.",0
"We found that MIR429 inhibited colon cancer cell growth and cell cycle progression, and CHMP5 was overexpressed in the DSS-induced colitis mouse model and human ulcerative colitis (UC) tissues.",0
Nuclear accumulation of an uncapped RNA produced by Drosha cleavage of a transcript encoding miR-10b and HOXD4.,0
"In conclusion, the miR-30a/Slug axis inhibits mesenchymal tumor development by interfering with metastatic cancer cell programming and may be a potential target for therapy in breast cancer.",1
FGFR1 is an independent prognostic factor and can be regulated by miR-497 in gastric cancer progression.,1
lncRNA CASC9 positively regulates CHK1 to promote breast cancer cell proliferation and survival through sponging the miR-195/497 cluster.,1
A negative correlation between levels of miR-346 and percentages of CD4(+)CXCR5(+),0
Depletion of hsa-mir-496 by locked nucleic acid (LNA) antisense oligonucleotide leads to activation of these target genes in MBD2 overexpressing cells supporting that hsa-mir-496 is mediating in part the effects of MBD2 on gene expression.,0
"In luciferase analyses in HEK293 cells, the reporter activity of plasmid containing the 3'-UTR of HNF4alpha was significantly decreased by miR-34a.",1
microRNA-21-induced dissociation of PDCD4 from rictor contributes to Akt-IKKbeta-mTORC1 axis to regulate renal cancer cell invasion.,1
"The overexpression of miR-100 decreased the expression levels not only FZD-8 but also the key components of Wnt/beta-catenin pathway, including beta-catenin, metalloproteniase-7 (MMP-7), T-cell factor-4 (TCF-4), and lymphoid enhancing factor-1 (LEF-1), and increased the protein expression levels of GSK-3beta and p-GSK-3beta in MDA-MB-231 cells, and the transfection of miR-100 inhibitor in MCF-7 cells showed the opposite effects.",1
TargetScan analysis predicted that miR-182-5p was a negative regulator of EGR3.,1
"Furthermore, IHC analyses showed strong positive staining intensity for the NOX-2 protein in the high-dose oxalate and Ca2+-treated mouse kidneys, and miR-155-5p overexpression can further enhance its expression.",0
"In addition, western blot analysis demonstrated that the downregulation of miR-3651 inactivated PI3K/AKT and MAPK/ERK signaling in colorectal cancer cells.",0
CONCLUSION: The miR17hg-miR-130b-3p-Robo2 and GM20455-miR-34a-5p-Brinp1 axes may serve important role in the development of BPD.,1
"Furthermore, miR-873 was downregulated while Bcl-2 was upregulated in the tissues of twelve high-grade glioma patients compared to seven normal brain tissues, and the miR-873 level was negatively correlated with the Bcl-2 protein level.",0
"Further mechanistic studies showed that circLARP4 dampened HCC progression by sponging miR-761, thereby promoting the expression level of RUNX3 and activating the downstream p53/p21 signaling.",1
"Indeed, knockdown of CXCR6 photocopied, while overexpression of CXCR6 largely attenuated the anti-proliferative effect of miR-361-5p.",1
"miR-218, a miRNA down-regulated in several kinds of cancers and associated with multiple cancer phenotypes, is transcribed from 2 loci located on chromosomes 4p15.31 (miR-218-1) and 5q35.1 (miR-218-2) within the introns of SLIT2 and SLIT3, respectively.",0
miR-185 regulates the growth of osteosarcoma cells via targeting Hexokinase 2. ,1
"The cell transfection assay demonstrated the overexpression of miR-27a also enhanced cell proliferation and invasion, and reduced cell apoptosis through GSK-3beta.",1
"In contrast, sildenafil significantly reversed high glucose-reduced miR-146a levels and high glucose-increased IRAK1 and TRAF6.",1
"Furthermore, miR-23a directly affected BMPR2/Smad1 signaling in hypoxia-induced HPASMCs.",1
"We also revealed that miR-184/iASPP axis regulated the proliferation and invasion via PI3K/Akt signaling pathway, which presents a novel potential therapy for intervention of CNSL.",1
In silico analysis revealed putative interaction between miR-641 and phosphatase and tensin homolog (PTEN) RNA/lncRNA tumor suppressor candidate 8 (TUSC8).,1
"HL-60 and THP-1 cells were treated with miR-451 mimics, pcDNA-HMGB1, and corresponding controls.",0
"We found that miR-467b significantly decreased lipid accumulation and IL-6, IL-1beta, TNF-alpha and MCP-1 secretions.",1
miR-15a and miR-16-1 act as putative tumor suppressors by targeting the oncogene BCL2.,1
"miRNA target prediction software, TargetScan, revealed dysferlin (DYSF) and protein kinase cAMP-activated catalytic subunit alpha (PRKACA), as target genes of miR-92a-1-5p.",1
A link between mir-100 and FRAP1/mTOR in clear cell ovarian cancer.,0
"The results demonstrated that Pter treatment or miR-19a inhibitor transfection downregulated miR-19a and induced PTEN/Akt pathway regulation, which led to proliferation inhibition, cell cycle arrest in the S phase, increased apoptosis and reduced cell invasion.",0
